Date : 2025-08-30 19:48:28
Directory : /Users/kuben/projects/surge/surgelight
Total : 504 files,  44708 codes, 1986 comments, 4512 blanks, all 51206 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/index.ts                     | TypeScript         |         12 |          1 |          1 |         14 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/useVideoRowData.ts           | TypeScript         |         31 |          4 |          7 |         42 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/components/table/useVideoSelection.ts         | TypeScript         |         76 |         19 |         17 |        112 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/constants/platforms.tsx                       | TypeScript JSX     |         49 |          3 |          5 |         57 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/dialogs/ScheduleDialog.tsx                    | TypeScript JSX     |        117 |          6 |         13 |        136 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/dialogs/UnscheduleDialog.tsx                  | TypeScript JSX     |        120 |          7 |         11 |        138 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useProfileSelection.ts                  | TypeScript         |        116 |         10 |         31 |        157 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useScheduleCalculation.ts               | TypeScript         |         88 |          2 |         19 |        109 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useScheduleDialogState.ts               | TypeScript         |         54 |          5 |         10 |         69 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useScheduleLogic.ts                     | TypeScript         |         69 |          3 |          7 |         79 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useScheduleState.ts                     | TypeScript         |         36 |          0 |          4 |         40 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useScheduleSubmission.ts                | TypeScript         |         83 |          6 |         18 |        107 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useUnscheduleLogic.ts                   | TypeScript         |         82 |          1 |         18 |        101 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useVideoDownload.ts                     | TypeScript         |        100 |          9 |         20 |        129 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useVideoFiltering.ts                    | TypeScript         |         68 |          0 |         18 |         86 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/hooks/useVideoTableActions.ts                 | TypeScript         |         41 |          3 |          9 |         53 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/index.ts                                      | TypeScript         |         21 |          5 |          4 |         30 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/types/schedule.types.ts                       | TypeScript         |         36 |          0 |          6 |         42 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/types/unschedule.types.ts                     | TypeScript         |         24 |          0 |          3 |         27 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/utils/schedule-generation.utils.ts            | TypeScript         |         58 |          1 |          9 |         68 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/utils/schedule-iterators.utils.ts             | TypeScript         |         18 |          1 |          1 |         20 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/utils/schedule-tracker.utils.ts               | TypeScript         |         82 |          3 |          9 |         94 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/utils/schedule-validation.utils.ts            | TypeScript         |         54 |          9 |          7 |         70 |
| /Users/kuben/projects/surge/surgelight/src/features/campaigns/videos/utils/video-status.utils.ts                   | TypeScript         |         46 |          0 |         10 |         56 |
| /Users/kuben/projects/surge/surgelight/src/features/credits/components/credit-expiration-notice.tsx                | TypeScript JSX     |         13 |          0 |          2 |         15 |
| /Users/kuben/projects/surge/surgelight/src/features/credits/components/credit-option-card.tsx                      | TypeScript JSX     |         51 |          0 |          6 |         57 |
| /Users/kuben/projects/surge/surgelight/src/features/credits/components/credits-dialog.tsx                          | TypeScript JSX     |         72 |          0 |          8 |         80 |
| /Users/kuben/projects/surge/surgelight/src/features/credits/components/credits-display.tsx                         | TypeScript JSX     |         68 |          2 |         12 |         82 |
| /Users/kuben/projects/surge/surgelight/src/features/credits/components/subscription-required-notice.tsx            | TypeScript JSX     |         35 |          0 |          2 |         37 |
| /Users/kuben/projects/surge/surgelight/src/features/credits/constants/credit-options.ts                            | TypeScript         |         32 |          0 |          1 |         33 |
| /Users/kuben/projects/surge/surgelight/src/features/credits/hooks/useCredits.ts                                    | TypeScript         |         38 |          0 |          7 |         45 |
| /Users/kuben/projects/surge/surgelight/src/features/credits/index.ts                                               | TypeScript         |         23 |          5 |          4 |         32 |
| /Users/kuben/projects/surge/surgelight/src/features/credits/types/credits.types.ts                                 | TypeScript         |         45 |          0 |          8 |         53 |
| /Users/kuben/projects/surge/surgelight/src/features/credits/utils/credit-utils.ts                                  | TypeScript         |         15 |         21 |          4 |         40 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/AnalyticsPage.tsx                               | TypeScript JSX     |         70 |          9 |          9 |         88 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/components/AnalyticsContent.tsx                 | TypeScript JSX     |         80 |          5 |          8 |         93 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/components/AnalyticsGrid.tsx                    | TypeScript JSX     |         74 |          8 |         10 |         92 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/components/ErrorStates.tsx                      | TypeScript JSX     |         32 |          3 |          4 |         39 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/components/LoadingStates.tsx                    | TypeScript JSX     |         44 |          3 |          3 |         50 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/components/sections/ChartsSection.tsx           | TypeScript JSX     |         60 |          4 |          4 |         68 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/components/sections/CommentsSection.tsx         | TypeScript JSX     |         17 |          5 |          4 |         26 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/components/sections/KpiSection.tsx              | TypeScript JSX     |         34 |          4 |          3 |         41 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/constants/filters.constants.ts                  | TypeScript         |         12 |         10 |          4 |         26 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/constants/metrics.constants.tsx                 | TypeScript JSX     |         40 |          2 |          3 |         45 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/hooks/useAnalyticsData.ts                       | TypeScript         |         45 |          0 |          7 |         52 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/hooks/useAnalyticsFilters.ts                    | TypeScript         |         19 |          9 |          6 |         34 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/hooks/useAnalyticsRefresh.ts                    | TypeScript         |         33 |          0 |          6 |         39 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/hooks/useAnalyticsState.ts                      | TypeScript         |         63 |         17 |         17 |         97 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/hooks/useAnalyticsTransform.ts                  | TypeScript         |         43 |          8 |          7 |         58 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/hooks/useCampaignData.ts                        | TypeScript         |         30 |          6 |          8 |         44 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/hooks/useMetricCalculations.ts                  | TypeScript         |          1 |          1 |          0 |          2 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/index.ts                                        | TypeScript         |         40 |          8 |          7 |         55 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/types/analytics.types.ts                        | TypeScript         |          1 |          1 |          0 |          2 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/utils/analytics.utils.ts                        | TypeScript         |         11 |          2 |          1 |         14 |
| /Users/kuben/projects/surge/surgelight/src/features/main-analytics/utils/transform.utils.ts                        | TypeScript         |         76 |         21 |          6 |        103 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/components/app-sidebar.tsx                          | TypeScript JSX     |         36 |          3 |          5 |         44 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/components/custom-sidebar.tsx                       | TypeScript JSX     |         61 |          0 |          5 |         66 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/components/layout-wrapper.tsx                       | TypeScript JSX     |         76 |          2 |         10 |         88 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/components/nav-main.tsx                             | TypeScript JSX     |         45 |          0 |          4 |         49 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/components/nav-projects.tsx                         | TypeScript JSX     |        118 |          1 |          7 |        126 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/components/nav-user.tsx                             | TypeScript JSX     |        151 |          2 |         10 |        163 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/components/team-switcher.tsx                        | TypeScript JSX     |        116 |          2 |         10 |        128 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/constants/navigation.constants.ts                   | TypeScript         |         82 |          4 |          4 |         90 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/hooks/useLogo.ts                                    | TypeScript         |         44 |          0 |          8 |         52 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/index.ts                                            | TypeScript         |         34 |          6 |          5 |         45 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/types/navigation.types.ts                           | TypeScript         |         47 |          1 |         11 |         59 |
| /Users/kuben/projects/surge/surgelight/src/features/navigation/utils/validation.utils.ts                           | TypeScript         |         53 |         18 |         13 |         84 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/PricingPage.tsx                                        | TypeScript JSX     |        106 |          0 |         14 |        120 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/components/BillingManagementButton.tsx                 | TypeScript JSX     |         17 |          0 |          2 |         19 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/components/PricingCard.tsx                             | TypeScript JSX     |         74 |          4 |          6 |         84 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/components/PricingCardActions.tsx                      | TypeScript JSX     |         64 |          0 |          6 |         70 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/components/PricingCardSkeleton.tsx                     | TypeScript JSX     |         19 |          0 |          2 |         21 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/components/PricingGrid.tsx                             | TypeScript JSX     |         32 |          0 |          2 |         34 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/components/PricingToggle.tsx                           | TypeScript JSX     |         30 |          0 |          2 |         32 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/components/StatusBadge.tsx                             | TypeScript JSX     |         31 |          0 |          4 |         35 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/components/TrialBanner.tsx                             | TypeScript JSX     |         35 |          0 |          2 |         37 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/constants/plans.constants.ts                           | TypeScript         |        133 |         16 |         13 |        162 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/dialogs/TrialDialog.tsx                                | TypeScript JSX     |        104 |          0 |          5 |        109 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/hooks/useCheckoutSession.ts                            | TypeScript         |         34 |          6 |          9 |         49 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/hooks/usePortalSession.ts                              | TypeScript         |         28 |          5 |          8 |         41 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/hooks/usePricingPlans.ts                               | TypeScript         |         42 |          8 |          7 |         57 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/hooks/useTrialManagement.ts                            | TypeScript         |         48 |          5 |         10 |         63 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/index.ts                                               | TypeScript         |         59 |          7 |          6 |         72 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/types/pricing.types.ts                                 | TypeScript         |         92 |          6 |         16 |        114 |
| /Users/kuben/projects/surge/surgelight/src/features/pricing/utils/pricing.utils.ts                                 | TypeScript         |         68 |         48 |         16 |        132 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/index.ts                                        | TypeScript         |         14 |          3 |          2 |         19 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/landing/PublicReportsLandingPage.tsx            | TypeScript JSX     |         16 |          0 |          0 |         16 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/landing/index.ts                                | TypeScript         |          1 |          0 |          0 |          1 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/shared/index.ts                                 | TypeScript         |          2 |          1 |          0 |          3 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/shared/types/animation.types.ts                 | TypeScript         |         25 |          7 |          7 |         39 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/shared/types/ui.types.ts                        | TypeScript         |         33 |          9 |          8 |         50 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/PublicReportViewerPage.tsx               | TypeScript JSX     |         16 |          0 |          3 |         19 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/AnimatedReportLayout.tsx      | TypeScript JSX     |         22 |          3 |          3 |         28 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/DateRangeSelector.tsx         | TypeScript JSX     |         18 |          0 |          2 |         20 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/EmptyContentState.tsx         | TypeScript JSX     |         28 |          0 |          2 |         30 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/EmptyState.tsx                | TypeScript JSX     |         30 |          0 |          2 |         32 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/ErrorState.tsx                | TypeScript JSX     |         51 |          0 |          4 |         55 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/LoadingState.tsx              | TypeScript JSX     |         27 |          0 |          2 |         29 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/PublicReportContent.tsx       | TypeScript JSX     |         97 |         12 |         13 |        122 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/PublicReportHeader.tsx        | TypeScript JSX     |         20 |          0 |          3 |         23 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/ReportFooter.tsx              | TypeScript JSX     |         13 |          3 |          2 |         18 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/ReportHeader.tsx              | TypeScript JSX     |         12 |          0 |          1 |         13 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/ReportHeaderWithDateRange.tsx | TypeScript JSX     |         33 |          4 |          3 |         40 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/components/index.ts                      | TypeScript         |         11 |          0 |          0 |         11 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/constants/animations.constants.ts        | TypeScript         |         47 |          3 |          8 |         58 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/constants/index.ts                       | TypeScript         |          2 |          0 |          0 |          2 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/constants/metrics.constants.ts           | TypeScript         |          3 |          0 |          0 |          3 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/hooks/index.ts                           | TypeScript         |          7 |          0 |          0 |          7 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/hooks/useMetricCalculations.ts           | TypeScript         |         26 |          7 |          6 |         39 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/hooks/usePagination.ts                   | TypeScript         |         14 |          0 |          4 |         18 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/hooks/usePublicReportState.ts            | TypeScript         |         35 |         12 |          9 |         56 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/hooks/useReportData.ts                   | TypeScript         |          1 |          0 |          0 |          1 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/hooks/useReportNavigation.ts             | TypeScript         |         18 |          3 |          5 |         26 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/hooks/useShareIdValidation.ts            | TypeScript         |         14 |          4 |          3 |         21 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/hooks/useSharedReport.ts                 | TypeScript         |         60 |          1 |          8 |         69 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/index.ts                                 | TypeScript         |         35 |          6 |          5 |         46 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/sections/CommentsView.tsx                | TypeScript JSX     |         20 |          0 |          4 |         24 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/sections/PerformanceCharts.tsx           | TypeScript JSX     |         72 |          0 |          4 |         76 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/sections/PerformanceSummary.tsx          | TypeScript JSX     |         49 |          0 |          3 |         52 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/types/index.ts                           | TypeScript         |          1 |          0 |          0 |          1 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/types/public-report.types.ts             | TypeScript         |         94 |         11 |         16 |        121 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/utils/date-formatting.utils.ts           | TypeScript         |          7 |          0 |          0 |          7 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/utils/error-handling.utils.ts            | TypeScript         |         56 |         11 |          8 |         75 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/utils/error-ui.utils.tsx                 | TypeScript JSX     |         37 |          6 |          5 |         48 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/utils/index.ts                           | TypeScript         |         10 |          0 |          0 |         10 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/utils/metric-calculations.ts             | TypeScript         |          1 |          1 |          0 |          2 |
| /Users/kuben/projects/surge/surgelight/src/features/public-reports/viewer/utils/metric-info.tsx                    | TypeScript JSX     |         28 |          0 |          1 |         29 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/create/ReportCreatePage.tsx                            | TypeScript JSX     |         17 |          0 |          3 |         20 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/create/hooks/useCreateReport.ts                        | TypeScript         |         36 |          2 |          5 |         43 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/create/index.ts                                        | TypeScript         |          2 |          1 |          1 |          4 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/ReportDetailPage.tsx                            | TypeScript JSX     |          9 |          0 |          2 |         11 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/components/AnalyticsChartsSection.tsx           | TypeScript JSX     |         59 |          2 |          6 |         67 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/components/AnalyticsContent.tsx                 | TypeScript JSX     |         99 |          0 |          9 |        108 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/components/AnalyticsDialogs.tsx                 | TypeScript JSX     |         65 |          5 |          9 |         79 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/components/DeleteReportDialog.tsx               | TypeScript JSX     |         57 |          0 |          3 |         60 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/components/ReportAnalyticsClient.tsx            | TypeScript JSX     |        105 |          8 |         15 |        128 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/components/ReportHeader.tsx                     | TypeScript JSX     |         87 |          0 |          4 |         91 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/components/ReportLoadingStates.tsx              | TypeScript JSX     |         73 |          4 |          7 |         84 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/components/ShareReportDialog.tsx                | TypeScript JSX     |         59 |          0 |          3 |         62 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/constants/analytics.constants.tsx               | TypeScript JSX     |         46 |          3 |          4 |         53 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/hooks/useAnalyticsState.ts                      | TypeScript         |         31 |          6 |          7 |         44 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/hooks/useReportActions.ts                       | TypeScript         |         36 |          7 |          9 |         52 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/hooks/useReportAnalytics.ts                     | TypeScript         |        105 |         16 |         23 |        144 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/hooks/useReportAnalyticsData.ts                 | TypeScript         |        167 |          7 |         20 |        194 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/hooks/useReportDelete.ts                        | TypeScript         |         37 |          0 |          6 |         43 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/hooks/useReportShare.ts                         | TypeScript         |         57 |          0 |          8 |         65 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/hooks/useReportVideoManagement.ts               | TypeScript         |         38 |          1 |          8 |         47 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/index.ts                                        | TypeScript         |         18 |          4 |          4 |         26 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/types/analytics-content.types.ts                | TypeScript         |         45 |          0 |          5 |         50 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/detail/utils/analytics.utils.ts                        | TypeScript         |         11 |          1 |          0 |         12 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/edit/ReportEditPage.tsx                                | TypeScript JSX     |         57 |          3 |          9 |         69 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/edit/hooks/useEditReport.ts                            | TypeScript         |         37 |          2 |          5 |         44 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/edit/index.ts                                          | TypeScript         |          2 |          1 |          1 |          4 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/index.ts                                               | TypeScript         |          4 |          1 |          0 |          5 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/list/ReportsListPage.tsx                               | TypeScript JSX     |         47 |          0 |          7 |         54 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/list/components/DeleteReportDialog.tsx                 | TypeScript JSX     |         56 |          0 |          3 |         59 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/list/components/ReportsListHeader.tsx                  | TypeScript JSX     |         22 |          0 |          2 |         24 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/list/components/ReportsListStates.tsx                  | TypeScript JSX     |         56 |          0 |          6 |         62 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/list/components/ReportsTable.tsx                       | TypeScript JSX     |        104 |          0 |          3 |        107 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/list/hooks/useReportsList.ts                           | TypeScript         |         48 |          1 |          9 |         58 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/list/index.ts                                          | TypeScript         |          6 |          2 |          2 |         10 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/components/CampaignSearchBar.tsx                | TypeScript JSX     |         25 |          0 |          3 |         28 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/components/CampaignSelectionCard.tsx            | TypeScript JSX     |        182 |         13 |         18 |        213 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/components/CampaignSelectionHeader.tsx          | TypeScript JSX     |         16 |          0 |          2 |         18 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/components/ReportForm.tsx                       | TypeScript JSX     |         84 |          2 |         11 |         97 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/components/ReportFormActions.tsx                | TypeScript JSX     |         38 |          0 |          4 |         42 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/components/ReportNameField.tsx                  | TypeScript JSX     |         40 |          0 |          3 |         43 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/components/SelectableCampaignCard.tsx           | TypeScript JSX     |         78 |          0 |          5 |         83 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/components/SelectableCampaignGrid.tsx           | TypeScript JSX     |         76 |          1 |          3 |         80 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/components/SelectionControls.tsx                | TypeScript JSX     |         53 |          0 |          6 |         59 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/hooks/useCampaignSelection.ts                   | TypeScript         |         35 |          1 |          8 |         44 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/hooks/useReportForm.ts                          | TypeScript         |         71 |          4 |         14 |         89 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/hooks/useSelectionLogic.ts                      | TypeScript         |         69 |         15 |         14 |         98 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/index.ts                                        | TypeScript         |         14 |          4 |          3 |         21 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/types/report.types.ts                           | TypeScript         |         81 |          0 |         11 |         92 |
| /Users/kuben/projects/surge/surgelight/src/features/reports/shared/utils/report.utils.ts                           | TypeScript         |          8 |          1 |          1 |         10 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/SocialAccountsPage.tsx                         | TypeScript JSX     |        112 |          3 |         13 |        128 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/components/PlatformIcon.tsx                    | TypeScript JSX     |         18 |          0 |          3 |         21 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/components/ProfileActions.tsx                  | TypeScript JSX     |         46 |          0 |          3 |         49 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/components/ProfileCard.tsx                     | TypeScript JSX     |         51 |          0 |          4 |         55 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/components/ProfileContent.tsx                  | TypeScript JSX     |         33 |          0 |          4 |         37 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/components/ProfileHeader.tsx                   | TypeScript JSX     |         34 |          0 |          5 |         39 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/components/ProfileList.tsx                     | TypeScript JSX     |         49 |          0 |          4 |         53 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/components/ProfileListColumn.tsx               | TypeScript JSX     |         76 |          0 |          7 |         83 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/components/ProfileStats.tsx                    | TypeScript JSX     |         29 |          0 |          3 |         32 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/components/SocialAccountCard.tsx               | TypeScript JSX     |         48 |          0 |          3 |         51 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/components/SyncProgressBar.tsx                 | TypeScript JSX     |         25 |          0 |          4 |         29 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/constants/platforms.ts                         | TypeScript         |         24 |          1 |          6 |         31 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/dialogs/CreateProfileDialog.tsx                | TypeScript JSX     |         92 |          0 |          6 |         98 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/dialogs/DeleteProfileDialog.tsx                | TypeScript JSX     |        101 |          0 |          7 |        108 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/dialogs/SyncDialog.tsx                         | TypeScript JSX     |         74 |          1 |          8 |         83 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/hooks/useExpandedProfiles.ts                   | TypeScript         |         34 |          1 |          8 |         43 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/hooks/useProfileActions.ts                     | TypeScript         |         47 |          0 |          6 |         53 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/hooks/useProfileSync.ts                        | TypeScript         |         82 |          0 |         18 |        100 |
| /Users/kuben/projects/surge/surgelight/src/features/social-accounts/hooks/useProfiles.ts                           | TypeScript         |         12 |          0 |          3 |         15 |
